id,problem,city,district,street,latitude,longitude,report_date
277,damaged road,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-06-30
192,small trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-04-29
386,damaged road,Cairo,Nasr City,Mostafa El Nahas St,30.0444,31.2357,2026-05-16
414,damaged home,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-06-15
492,damaged home,Giza,Dokki,Mossadak St,30.0131,31.2089,2026-03-21
344,damaged road,Giza,6th of October,Al Hosary St,30.0131,31.2089,2026-01-18
309,damaged road,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-04-01
662,big trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-03-31
131,small trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-03-15
664,big trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-02-27
100,small trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-01-03
373,damaged road,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-02-01
88,small trash,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-04-05
459,damaged home,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-01-27
331,damaged road,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-03-02
215,damaged road,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-02-02
467,damaged home,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-01-10
122,small trash,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-04-22
615,big trash,Cairo,Maadi,Street 9,30.0444,31.2357,2026-04-15
21,small trash,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-02-13
72,small trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-03-15
107,small trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-02-11
271,damaged road,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-05-31
436,damaged home,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-01-25
103,small trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-02-02
